Dados Cadastrais ,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,2015,2016,2017,2018,2019,2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
Grupo Sbf , ON , SBFG3 ," R$2,046,208 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Produtos diversos ,10.00,10.0%,7.20,0.80,0.30,8.40, R$0.12 , R$0.84 ,1.4%,14%," R$2,408,597 "," R$2,491,732 "," R$418,311 "," R$2,073,421 ",1.03,3.64, Baixo Endividamento , - , - , - , - , - ," R$569,270 ",-," R$138,103 ",285%,235%,9%,5%,2%,1.65,31/12/2022," R$142,784 "," 51,855 ", Liquidez Alta 
Yduqs Part , ON , YDUQ3 ," R$1,950,670 ",0.1%,0.1%," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,-42.60,-2.3%,4.80,0.60,0.40,6.73, R$0.13 ,-R$0.16 ,1.9%,-80%," R$3,024,088 "," R$5,723,457 "," R$894,356 "," R$4,829,101 ",1.89,3.26, Dívida Alta ," R$679,497 "," R$650,977 "," R$737,783 "," R$967,392 "," R$1,260,967 "," R$1,271,617 ",13%," R$647,238 ",85%,79%,-1%,5%,-1%,1.82,30/09/2022," R$175,158 "," 55,143 ", Liquidez Alta 
JSL , ON , JSLG3 ," R$1,949,010 ",-,-, Dividendos , Novo Mercado , Bens industriais , Transporte , Transporte rodoviário ,10.00,10.0%,5.50,1.40,0.30,6.85, R$0.45 , R$0.68 ,6.6%,66%," R$1,413,711 "," R$4,768,412 "," R$475,625 "," R$4,292,787 ",3.37,3.64, Dívida Alta ," R$1,092,081 "," R$1,045,970 "," R$1,230,201 "," R$1,597,534 "," R$2,115,909 "," R$1,070,322 ",0%," R$755,264 ",12%,29%,15%,8%,2%,-,31/12/2022," R$14,713 "," 7,994 ", Liquidez Alta 
Eletromidia , ON , ELMD3 ," R$1,919,737 ",-,-," Alerta, Prejuízo ", Novo Mercado , Comunicações , Mídia , Publicidade e propaganda ,-234.80,-0.4%,14.30,2.60,2.80,13.80, R$-   ,-R$0.06 ,0.0%,0%," R$739,445 "," R$675,165 "," R$137,476 "," R$537,689 ",0.91,2.95, Baixo Endividamento , - , - ," R$26,296 "," R$33,008 "," R$60,545 "," R$182,050 ",-," R$111,071 ",148%,159%,0%,3%,0%,-,30/09/2022," R$15,458 "," 4,227 ", Liquidez Alta 
Celesc , PN , CLSC4 ," R$1,914,035 ",-,-, Crescimento , Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,3.70,27.3%,2.90,0.70,0.20,49.99, R$5.14 , R$13.62 ,10.3%,38%," R$2,933,341 "," R$2,565,206 "," R$1,436,105 "," R$1,129,101 ",0.87,1.06, Baixo Endividamento ," R$356,775 "," R$329,336 "," R$523,243 "," R$610,596 "," R$724,819 "," R$1,063,757 ",24%," R$1,103,339 ",87%,346%,21%,7%,4%,0.44,30/09/2022, R$559 , 82 , Liquidez Baixa 
Kepler Weber , ON , KEPL3 ," R$1,897,327 ",-,-, Crescimento e Dividendos , Tradicional , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,5.00,20.1%,3.20,3.20,1.00,21.24, R$2.00 , R$4.27 ,9.4%,47%," R$597,270 "," R$170,860 "," R$254,454 ","-R$83,594 ",0.29,-0.30, Empresa com Mais Caixa que Dívida ," R$28,823 ","-R$23,329 ","-R$12,749 "," R$48,418 "," R$83,315 "," R$548,258 ",80%," R$348,152 ",16%,186%,83%,77%,30%,1.14,31/12/2022," R$95,576 "," 22,058 ", Liquidez Alta 
Taurus Armas , ON , TASA3 ," R$1,828,558 ",-,-," Alerta, Baixo Crescimento ", Nível 2 , Bens industriais , Máquinas e equipamentos , Armas e munições ,2.80,35.6%,2.20,1.60,0.60,14.37, R$1.62 , R$5.12 ,11.3%,32%," R$1,083,619 "," R$582,723 "," R$111,501 "," R$471,222 ",0.54,0.26, Baixo Endividamento ,"-R$25,627 ","-R$63,999 ","-R$125,803 "," R$80,478 "," R$128,039 "," R$935,629 ",-305%," R$528,974 ",42%,724%,101%,40%,26%,1.07,30/09/2022," R$2,752 ", 944 , Liquidez Moderada 
Taurus Armas , PN , TASA4 ," R$1,828,558 ",-,-," Alerta, Baixo Crescimento ", Nível 2 , Bens industriais , Máquinas e equipamentos , Armas e munições ,2.80,35.4%,2.20,1.60,0.60,14.48, R$1.62 , R$5.12 ,11.2%,32%," R$1,083,619 "," R$582,723 "," R$111,501 "," R$471,222 ",0.54,0.26, Baixo Endividamento ,"-R$25,627 ","-R$63,999 ","-R$125,803 "," R$80,478 "," R$128,039 "," R$935,629 ",-305%," R$528,974 ",42%,724%,101%,40%,26%,1.19,30/09/2022," R$53,760 "," 14,784 ", Liquidez Alta 
Multilaser , ON , MLAS3 ," R$1,812,204 ",-,-, Crescimento , Novo Mercado , Tecnologia da informação , Computadores e equipamentos , Computadores e equipamentos ,4.10,24.7%,4.10,0.40,0.40,2.23, R$0.12 , R$0.55 ,5.5%,22%," R$4,258,807 "," R$957,344 "," R$513,777 "," R$443,567 ",0.22,0.81, Baixo Endividamento , - , - , - ," R$244,743 "," R$237,234 "," R$548,430 ",-,"-R$586,701 ",-36%,360%,12%,6%,7%,-,30/09/2022," R$36,530 "," 30,899 ", Liquidez Alta 
Track Field , PN , TFCO4 ," R$1,779,259 ",-,-, Crescimento , Nível 2 , Consumo cíclico , Tecidos vestuário e calçados , Vestuário ,18.40,5.4%,13.00,5.60,3.30,11.14, R$0.18 , R$0.61 ,1.6%,30%," R$317,938 "," R$88,827 "," R$53,347 "," R$35,480 ",0.28,0.25, Baixo Endividamento , - , - ," R$49,386 "," R$30,463 "," R$41,841 "," R$139,595 ",-," R$57,855 ",48%,167%,39%,22%,19%,-,30/09/2022," R$8,081 "," 2,756 ", Liquidez Moderada 
Emae , PN , EMAE4 ," R$1,754,983 ",-,-, Crescimento , Tradicional , Utilidade pública , Energia elétrica , Energia elétrica ,16.90,5.9%,76.50,1.90,3.30,47.50, R$0.88 , R$2.82 ,1.9%,31%," R$927,120 ", R$-   ," R$390,016 ","-R$390,016 ",0.00,-21.86, Empresa com Mais Caixa que Dívida ,"-R$19,072 "," R$4,474 "," R$115,388 "," R$6,666 "," R$40,621 "," R$17,845 ",-199%," R$51,262 ",206%,1831%,13%,1%,6%,0.72,30/09/2022, R$729 , 81 , Liquidez Baixa 
Schulz , PN , SHUL4 ," R$1,728,574 ",-,-, Crescimento , Tradicional , Bens industriais , Máquinas e equipamentos , Motores compressores e outros ,6.40,15.6%,4.40,1.60,0.80,4.84, R$0.28 , R$0.76 ,5.8%,37%," R$1,114,869 "," R$839,337 "," R$71,953 "," R$767,384 ",0.75,0.43, Baixo Endividamento ," R$111,664 "," R$73,835 "," R$91,273 "," R$122,037 "," R$137,658 "," R$437,710 ",31%," R$458,316 ",29%,225%,30%,18%,11%,0.74,31/12/2022," R$10,080 "," 6,029 ", Liquidez Alta 
Iochp-Maxion , ON , MYPK3 ," R$1,710,096 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Automóveis e motocicletas , Automóveis e motocicletas ,3.30,30.0%,3.60,0.40,0.10,11.29, R$0.83 , R$3.38 ,7.4%,25%," R$4,089,834 "," R$6,200,715 "," R$1,604,256 "," R$4,596,459 ",1.52,2.50, Dívida Moderada ," R$751,066 "," R$796,225 "," R$798,553 "," R$1,057,068 "," R$1,095,809 "," R$1,836,229 ",20%," R$820,563 ",65%,105%,14%,9%,4%,0.37,30/09/2022," R$67,699 "," 25,977 ", Liquidez Alta 
Irbbrasil Re , ON , IRBR3 ," R$1,532,099 ",-,-," Alerta, Prejuízo ", Novo Mercado , Financeiro , Previdência e seguros , Resseguradoras ,-0.90,-113.9%,-,0.40,-,18.72, R$-   ,-R$21.33 ,0.0%,0%," R$4,106,821 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$686,495 ",-,N/D,-24%,,-4%,1.08,30/09/2022," R$185,935 "," 19,687 ", Liquidez Alta 
Agrogalaxy , ON , AGXY3 ," R$1,508,538 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,-22.80,-4.4%,4.60,1.20,0.10,9.01, R$0.17 ,-R$0.39 ,1.9%,-43%," R$1,282,051 "," R$1,947,538 "," R$743,156 "," R$1,204,382 ",1.52,1.96, Dívida Moderada , - , - , - , - ," R$74,849 "," R$587,614 ",-,"-R$226,072 ",-100%,189%,-5%,10%,-1%,-,30/09/2022," R$3,548 "," 1,030 ", Liquidez Moderada 
Vittia , ON , VITT3 ," R$1,496,987 ",-,-, Crescimento , Novo Mercado , Materiais básicos , Químicos , Fertilizantes e defensivos ,10.60,9.5%,-,2.70,1.70,10.52, R$0.37 , R$0.99 ,3.5%,37%," R$556,787 "," R$264,249 "," R$76,976 "," R$187,273 ",0.47,-, Baixo Endividamento , - , - , - , - , - , - ,-," R$130,406 ",-,N/D,31%,16%,15%,-,30/09/2022," R$15,209 "," 4,691 ", Liquidez Alta 
Pague Menos , ON , PGMN3 ," R$1,495,542 ",-,-, Crescimento e Dividendos , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,-,-,-,0.70,-,3.37, R$0.19 , - ,5.5%,-," R$2,253,084 "," R$1,273,221 "," R$252,801 "," R$1,020,420 ",0.57,-, Baixo Endividamento ," R$266,171 "," R$206,222 "," R$253,125 "," R$286,609 "," R$468,836 ", - ,-, - ,-,N/D,,,,-,30/09/2022," R$11,194 "," 10,686 ", Liquidez Alta 
Boa Safra , ON , SOJA3 ," R$1,490,025 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,-,-,-,2.00,-,12.72, R$0.11 , - ,0.9%,-," R$732,501 "," R$486,981 "," R$365,261 "," R$121,720 ",0.66,-, Baixo Endividamento , - , - ,"-R$1,431 "," R$12,340 "," R$45,477 ", - ,-, - ,-,N/D,,,,-,30/09/2022," R$12,372 "," 4,740 ", Liquidez Alta 
Dimed , ON , PNVL3 ," R$1,443,334 ",-,-, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,16.90,5.9%,7.00,1.30,0.40,9.71, R$0.22 , R$0.57 ,2.3%,39%," R$1,090,998 "," R$899,016 "," R$22,862 "," R$876,154 ",0.82,2.36, Baixo Endividamento ," R$102,220 "," R$111,887 "," R$117,948 "," R$139,743 "," R$215,107 "," R$311,594 ",25%," R$197,664 ",91%,98%,8%,5%,3%,1.14,30/09/2022," R$18,118 "," 9,747 ", Liquidez Alta 
Romi , ON , ROMI3 ," R$1,430,231 ",-,-, Crescimento , Novo Mercado , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,6.70,15.0%,5.90,1.30,0.90,17.73, R$0.88 , R$2.67 ,5.0%,33%," R$1,093,127 "," R$721,014 "," R$131,999 "," R$589,015 ",0.66,1.46, Baixo Endividamento ," R$32,403 ","-R$10,049 "," R$81,520 "," R$79,334 "," R$138,041 "," R$321,884 ",58%," R$111,069 ",100%,220%,22%,11%,10%,0.80,31/12/2022," R$68,377 "," 16,854 ", Liquidez Alta 
Ourofino S/A , ON , OFSA3 ," R$1,411,937 ",-,-, Crescimento , Novo Mercado , Saúde , Medicamentos e outros produtos , Medicamentos e outros produtos ,10.80,9.3%,7.90,1.90,1.40,26.26, R$0.68 , R$2.43 ,2.6%,28%," R$735,950 "," R$412,369 "," R$165,036 "," R$247,333 ",0.56,1.18, Baixo Endividamento ," R$118,034 "," R$30,777 "," R$91,210 "," R$123,506 "," R$96,423 "," R$209,312 ",12%," R$89,590 ",87%,244%,20%,12%,10%,1.04,31/12/2022, R$857 , 144 , Liquidez Baixa 
Log Com Prop , ON , LOGG3 ," R$1,409,688 ",-,-, Crescimento , Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,3.70,27.1%,5.90,0.40,6.50,14.11, R$0.92 , R$3.83 ,6.5%,24%," R$3,584,653 "," R$1,774,084 "," R$297,733 "," R$1,476,351 ",0.49,2.95, Baixo Endividamento ," R$44,588 "," R$54,686 "," R$72,157 "," R$83,686 "," R$180,908 "," R$499,859 ",62%," R$128,772 ",431%,33736%,12%,6%,7%,1.37,31/12/2022," R$24,449 "," 8,083 ", Liquidez Alta 
Sinqia , ON , SQIA3 ," R$1,402,917 ",-,-, Crescimento , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,46.50,2.1%,11.50,1.80,2.50,16.53, R$0.07 , R$0.36 ,0.4%,19%," R$783,626 "," R$331,354 "," R$36,876 "," R$294,478 ",0.42,1.09, Baixo Endividamento ," R$8,674 "," R$12,971 "," R$18,245 "," R$15,278 "," R$13,117 "," R$135,348 ",73%," R$109,766 ",449%,631%,4%,3%,2%,1.30,30/09/2022," R$35,065 "," 11,053 ", Liquidez Alta 
Veste , ON , VSTE3 ," R$1,401,957 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,-0.10,-781.0%,25.70,-0.20,0.10,12.36, R$-   ,-R$96.53 ,0.0%,0%,"-R$697,151 "," R$1,909,962 "," R$25,669 "," R$1,884,293 ",-2.74,14.70, Patrimônio Líquido Negativo ," R$249,186 "," R$228,511 "," R$262,612 "," R$350,601 "," R$88,452 "," R$127,286 ",-13%," R$154,007 ",78%,17%,-622%,-32%,-54%,1.34,30/09/2022," R$3,941 "," 1,015 ", Liquidez Moderada 
Hidrovias , ON , HBSA3 ," R$1,376,293 ",-,-," Alerta, Prejuízo ", Novo Mercado , Bens industriais , Transporte , Transporte hidroviário ,-35.20,-2.8%,9.20,0.90,0.90,1.81, R$-   ,-R$0.05 ,0.0%,0%," R$1,461,770 "," R$4,800,688 "," R$500,587 "," R$4,300,101 ",3.28,6.86, Dívida Alta ," R$10,244 "," R$158,255 "," R$380,596 "," R$724,851 "," R$449,398 "," R$578,199 ",124%," R$529,750 ",78%,117%,-3%,3%,-1%,-,30/09/2022," R$33,611 "," 25,853 ", Liquidez Alta 
Zamp S.A. , ON , ZAMP3 ," R$1,281,836 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Hotéis e restaurantes , Restaurante e similares ,-23.40,-4.3%,3.50,0.90,0.40,4.81, R$-   ,-R$0.21 ,0.0%,0%," R$1,485,188 "," R$1,013,559 "," R$45,453 "," R$968,106 ",0.68,0.98, Baixo Endividamento , R$70 ," R$118,216 "," R$185,005 "," R$259,964 "," R$320,310 "," R$502,444 ",490%," R$458,939 ",78%,88%,-4%,2%,-1%,1.44,31/12/2022," R$60,102 "," 21,678 ", Liquidez Alta 
Anima , ON , ANIM3 ," R$1,237,515 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,-3.40,-29.3%,5.70,0.50,0.40,3.28, R$-   ,-R$0.96 ,0.0%,0%," R$2,638,055 "," R$5,020,253 "," R$192,315 "," R$4,827,938 ",1.90,4.02, Dívida Alta ," R$97,533 "," R$98,210 "," R$137,467 "," R$92,976 "," R$243,063 "," R$975,201 ",58%," R$326,458 ",-1017%,-579%,-12%,3%,-3%,2.13,30/09/2022," R$77,323 "," 27,452 ", Liquidez Alta 
Banco BMG , PN , BMGB4 ," R$1,218,532 ",-,-, Crescimento e Dividendos , Nível 1 , Financeiro , Intermediários financeiros , Bancos ,5.40,18.6%,-,0.30,-,2.09, R$0.37 , R$0.39 ,17.5%,94%," R$3,939,448 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$51,969 ",-,N/D,6%,,1%,1.19,31/12/2022," R$7,689 "," 6,464 ", Liquidez Moderada 
Qualicorp , ON , QUAL3 ," R$1,205,111 ",0.1%,0.1%," Alerta, Baixo Crescimento ", Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,5.40,18.6%,2.90,0.80,0.60,4.33, R$0.26 , R$0.80 ,5.9%,32%," R$1,447,136 "," R$2,333,737 "," R$463,650 "," R$1,870,087 ",1.61,1.64, Dívida Moderada ," R$643,799 "," R$709,876 "," R$836,847 "," R$979,639 "," R$985,315 "," R$942,424 ",8%," R$677,908 ",74%,125%,14%,11%,5%,0.94,30/09/2022," R$129,347 "," 47,728 ", Liquidez Alta 
Bemobi Tech , ON , BMOB3 ," R$1,169,345 ",-,-, Crescimento , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,13.60,7.3%,3.90,1.10,0.80,13.37, R$0.20 , R$0.98 ,1.5%,21%," R$1,063,707 ", R$-   ," R$351,710 ","-R$351,710 ",0.00,-3.43, Empresa com Mais Caixa que Dívida , - , - , - ," R$81,159 "," R$81,310 "," R$159,353 ",-," R$113,430 ",150%,273%,9%,11%,6%,-,30/09/2022," R$21,403 "," 7,934 ", Liquidez Alta 
Unifique , ON , FIQE3 ," R$1,165,064 ",-,-, Crescimento , Novo Mercado , Comunicações , Telecomunicações , Telecomunicações ,9.80,10.2%,3.00,1.20,1.90,3.30, R$0.08 , R$0.34 ,2.6%,25%," R$994,630 "," R$378,418 "," R$458,274 ","-R$79,856 ",0.38,-0.78, Empresa com Mais Caixa que Dívida , - , - , - , - , - ," R$306,819 ",-," R$326,621 ",140%,311%,12%,11%,6%,-,30/09/2022," R$2,286 "," 2,088 ", Liquidez Moderada 
BR Partners , UNT N2 , BRBI11 ," R$1,118,200 ",-,-, Crescimento e Dividendos , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,7.60,13.2%,3.30,1.40,4.50,10.65, R$0.46 , R$0.47 ,13.0%,99%," R$804,217 "," R$6,889,096 "," R$77,470 "," R$6,811,626 ",8.57,-11.77, Dívida Moderada , - , - , - , - , - ," R$74,221 ",-," R$149,561 ",37%,1248%,19%,86%,2%,-,31/12/2022," R$5,971 "," 1,676 ", Liquidez Moderada 
Modalmais , ON , MODL3 ," R$1,117,413 ",-,-, Crescimento e Dividendos , Novo Mercado , Financeiro , Intermediários financeiros , Bancos ,22.80,4.4%,-,0.90,-,1.63, R$0.12 , R$0.07 ,7.4%,168%," R$1,288,219 ", - ," R$1,297,718 ", - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$501,593 ",-,N/D,4%,,1%,-,31/12/2022," R$26,469 "," 12,263 ", Liquidez Alta 
Tegma , ON , TGMA3 ," R$1,116,326 ",-,-, Crescimento e Dividendos , Novo Mercado , Bens industriais , Transporte , Transporte rodoviário ,8.50,11.8%,5.60,1.50,0.90,16.93, R$1.12 , R$2.00 ,6.6%,56%," R$736,379 "," R$128,223 "," R$137,242 ","-R$9,019 ",0.17,-0.05, Empresa com Mais Caixa que Dívida ," R$72,047 "," R$86,776 "," R$136,853 "," R$182,706 "," R$268,411 "," R$196,495 ",22%," R$95,114 ",31%,132%,20%,15%,13%,1.27,30/09/2022," R$22,507 "," 8,978 ", Liquidez Alta 
Cruzeiro Edu , ON , CSED3 ," R$1,077,255 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,23.30,4.3%,2.10,0.80,0.60,2.88, R$0.13 , R$0.12 ,4.6%,106%," R$1,439,340 "," R$1,074,310 "," R$928,205 "," R$146,105 ",0.75,0.25, Baixo Endividamento , - , - ," R$182,516 "," R$266,490 "," R$397,933 "," R$574,147 ",-," R$497,689 ",38%,85%,3%,7%,1%,-,30/09/2022," R$15,965 "," 9,474 ", Liquidez Alta 
Wiz Co , ON , WIZC3 ," R$1,072,978 ",-,-, Crescimento e Dividendos , Novo Mercado , Financeiro , Previdência e seguros , Corretoras de seguros e resseguros ,6.90,14.5%,3.80,2.50,1.20,6.71, R$0.59 , R$0.98 ,8.8%,60%," R$434,444 "," R$269,683 "," R$37,375 "," R$232,308 ",0.62,0.07, Baixo Endividamento ," R$156,138 "," R$209,920 "," R$268,037 ", - , - ," R$426,958 ",22%," R$291,697 ",35%,151%,53%,18%,11%,0.96,30/09/2022," R$17,336 "," 9,091 ", Liquidez Alta 
Positivo Tec , ON , POSI3 ," R$995,244 ",-,-, Crescimento , Novo Mercado , Tecnologia da informação , Computadores e equipamentos , Computadores e equipamentos ,4.80,20.9%,3.80,0.80,0.20,7.11, R$0.34 , R$1.48 ,4.8%,23%," R$1,326,577 "," R$1,448,177 "," R$436,833 "," R$1,011,344 ",1.09,1.92, Baixo Endividamento ," R$4,797 "," R$171,145 "," R$71,076 "," R$107,600 "," R$134,850 "," R$525,717 ",156%,"-R$491,342 ",-19%,210%,18%,13%,5%,2.08,30/09/2022," R$56,825 "," 27,928 ", Liquidez Alta 
Lavvi , ON , LAVV3 ," R$983,035 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,9.50,10.5%,6.80,0.90,2.00,5.03, R$0.60 , R$0.53 ,12.0%,114%," R$1,143,126 "," R$3,841 "," R$16,616 ","-R$12,775 ",0.00,-5.52, Empresa com Mais Caixa que Dívida , - , - ,"-R$4,258 "," R$24,439 "," R$53,215 "," R$86,789 ",-," R$237,841 ",0%,-10%,9%,6%,7%,-,30/09/2022," R$12,426 "," 8,776 ", Liquidez Alta 
Brisanet , ON , BRIT3 ," R$967,483 ",-,-, Crescimento , Novo Mercado , Comunicações , Telecomunicações , Telecomunicações ,30.60,3.3%,4.50,0.70,1.10,2.17, R$0.00 , R$0.07 ,0.1%,2%," R$1,362,933 "," R$1,328,260 "," R$387,555 "," R$940,705 ",0.97,1.77, Baixo Endividamento , - , - , - , - , - ," R$359,232 ",-," R$353,796 ",327%,481%,2%,4%,1%,-,30/09/2022," R$2,970 "," 3,662 ", Liquidez Moderada 
Clearsale , ON , CLSA3 ," R$956,544 ",-,-," Alerta, Prejuízo ", Novo Mercado , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,-11.00,-9.1%,-4.60,1.30,2.00,5.09, R$-   ,-R$0.46 ,0.0%,0%," R$740,258 "," R$71,592 "," R$517,544 ","-R$445,952 ",0.10,-, Empresa com Mais Caixa que Dívida , - , - , - ," R$23,069 "," R$30,757 ","-R$111,344 ",-,"-R$44,149 ",-354%,616%,-11%,-30%,-9%,-,30/09/2022," R$14,946 "," 14,104 ", Liquidez Alta 
Americanas , ON , AMER3 ," R$938,335 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Produtos diversos ,21.80,4.6%,4.20,0.10,0.00,1.04, R$-   , R$0.05 ,0.0%,0%," R$14,705,555 "," R$20,790,878 "," R$4,311,961 "," R$16,478,917 ",1.41,3.90, Baixo Endividamento ," R$652,069 "," R$652,922 "," R$583,279 "," R$412,315 "," R$626,359 "," R$3,130,492 ",37%,"-R$760,457 ",-556%,216%,0%,3%,0%,1.73,30/09/2022," R$163,716 "," 42,580 ", Liquidez Alta 
Light S/A , ON , LIGT3 ," R$935,114 ",-,-," Alerta, Prejuízo ", Novo Mercado , Utilidade pública , Energia elétrica , Energia elétrica ,-8.80,-11.3%,4.00,0.10,0.10,2.51, R$0.25 ,-R$0.28 ,10.1%,-89%," R$8,557,005 "," R$12,287,628 "," R$12,780 "," R$12,274,848 ",1.44,3.59, Baixo Endividamento ," R$1,095,183 "," R$1,009,446 "," R$1,694,051 "," R$1,507,105 "," R$1,874,521 "," R$2,303,788 ",16%," R$669,826 ",208%,193%,-1%,5%,0%,1.63,30/09/2022," R$81,757 "," 33,233 ", Liquidez Alta 
Portobello , ON , PTBL3 ," R$933,334 ",-,-, Crescimento , Novo Mercado , Bens industriais , Construção e engenharia , Produtos para construção ,4.70,21.1%,3.50,2.00,0.40,6.62, R$0.33 , R$1.39 ,5.0%,24%," R$456,086 "," R$716,088 "," R$134,185 "," R$581,903 ",1.57,1.36, Dívida Moderada ," R$166,768 "," R$115,312 "," R$189,017 "," R$288,006 "," R$129,856 "," R$429,002 ",21%," R$270,574 ",73%,233%,53%,17%,9%,1.52,30/09/2022," R$24,523 "," 10,681 ", Liquidez Alta 
Cvc Brasil , ON , CVCB3 ," R$925,978 ",0.0%,0.0%," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Viagens e lazer , Viagens e turismo ,-1.70,-60.6%,25.60,2.20,0.70,3.34, R$-   ,-R$2.02 ,0.0%,0%," R$416,109 "," R$924,517 "," R$402,354 "," R$522,163 ",2.22,6.06, Dívida Alta ," R$415,887 "," R$500,215 "," R$561,179 "," R$659,063 "," R$428,358 "," R$47,507 ",-35%,"-R$103,490 ",-219%,108%,-93%,-10%,-11%,2.66,30/09/2022," R$353,927 "," 66,289 ", Liquidez Alta 
Even , ON , EVEN3 ," R$915,463 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,6.20,16.1%,8.00,0.50,0.40,4.43, R$0.15 , R$0.71 ,3.4%,21%," R$1,936,161 "," R$473,443 "," R$23,453 "," R$449,990 ",0.24,-1.42, Baixo Endividamento ," R$105,444 ","-R$14,863 ","-R$346,178 ","-R$148,174 "," R$182,861 "," R$185,076 ",12%,"-R$451,828 ",-2%,93%,10%,3%,4%,1.78,30/09/2022," R$24,983 "," 24,786 ", Liquidez Alta 
Fer Heringer , ON , FHER3 ," R$913,420 ",-,-, Crescimento , Novo Mercado , Materiais básicos , Químicos , Fertilizantes e defensivos ,2.60,38.5%,2.40,2.10,0.20,16.96, R$-   , R$6.53 ,0.0%,0%," R$442,020 "," R$221,286 "," R$29,103 "," R$192,183 ",0.50,0.41, Baixo Endividamento ," R$198,162 "," R$249,578 "," R$91,897 ","-R$150,418 ","-R$122,510 "," R$466,342 ",19%," R$272,003 ",24%,216%,389%,16%,12%,0.81,30/09/2022," R$6,193 "," 1,318 ", Liquidez Moderada 
Eucatex , PN , EUCA4 ," R$900,836 ",-,-, Crescimento , Nível 1 , Materiais básicos , Madeira e papel , Madeira ,2.90,34.0%,2.50,0.40,0.30,9.70, R$0.79 , R$3.30 ,8.2%,24%," R$2,062,362 "," R$622,198 "," R$33,525 "," R$588,673 ",0.30,0.89, Baixo Endividamento ," R$231,335 "," R$195,670 "," R$211,845 "," R$233,981 "," R$266,607 "," R$555,545 ",19%," R$404,873 ",111%,296%,17%,9%,8%,0.84,30/09/2022," R$1,086 ", 476 , Liquidez Moderada 
Aeris , ON , AERI3 ," R$897,350 ",-,-," Alerta, Prejuízo ", Novo Mercado , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,-9.90,-10.1%,6.20,1.00,0.40,1.20, R$0.02 ,-R$0.12 ,1.7%,-17%," R$884,868 "," R$1,816,726 "," R$1,061,718 "," R$755,008 ",2.05,2.83, Dívida Moderada , - , - ," R$95,294 "," R$173,410 "," R$148,232 "," R$266,815 ",-,"-R$13,299 ",-655%,163%,-9%,9%,-3%,-,31/12/2022," R$40,449 "," 29,083 ", Liquidez Alta 
