Dados Cadastrais ,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,2015,2016,2017,2018,2019,2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
Log Com Prop , ON , LOGG3 ," R$2,695,410 ",-,-, Crescimento , Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,6.60,15.3%,9.00,0.80,15.90,26.75, R$0.87 , R$4.08 ,3.2%,21%," R$3,536,372 "," R$1,539,858 "," R$83,173 "," R$1,456,685 ",0.44,3.11, Baixo Endividamento ," R$44,588 "," R$54,686 "," R$72,157 "," R$83,686 "," R$180,908 "," R$469,059 ",60%," R$81,090 ",1084%,84183%,13%,6%,8%,0.99,30/06/2022," R$35,301 "," 8,024 ", Liquidez Alta 
Qualicorp , ON , QUAL3 ," R$2,677,405 ",0.1%,0.1%," Alerta, Baixo Crescimento ", Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,9.40,10.6%,4.30,1.90,1.30,9.62, R$0.26 , R$1.02 ,2.7%,25%," R$1,396,868 "," R$2,616,507 "," R$824,680 "," R$1,791,827 ",1.87,1.51, Dívida Moderada ," R$643,799 "," R$709,876 "," R$836,847 "," R$979,639 "," R$985,315 "," R$977,243 ",9%," R$675,795 ",78%,138%,18%,13%,6%,0.88,30/06/2022," R$111,612 "," 37,631 ", Liquidez Alta 
Cury S/A , ON , CURY3 ," R$2,600,262 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,8.20,12.2%,5.70,4.00,1.30,8.97, R$0.69 , R$1.10 ,7.7%,63%," R$648,428 "," R$398,972 "," R$454,074 ","-R$55,102 ",0.62,-0.64, Empresa com Mais Caixa que Dívida , - , - ," R$135,010 "," R$195,716 "," R$244,867 "," R$436,441 ",-," R$410,659 ",8%,137%,48%,29%,11%,-,30/06/2022," R$55,030 "," 21,845 ", Liquidez Alta 
Terrasantapa , ON , LAND3 ," R$2,598,129 ",-,-, Dividendos , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,106.10,0.9%,37.00,3.80,22.30,27.00, R$0.20 , R$0.25 ,0.8%,81%," R$684,600 "," R$21,178 "," R$25,730 ","-R$4,552 ",0.03,-0.06, Empresa com Mais Caixa que Dívida ,"-R$16,241 ","-R$72,328 "," R$85,630 "," R$172,256 "," R$26,934 "," R$70,158 ",-234%," R$144,564 ",0%,-9%,3%,5%,2%,0.96,30/06/2022," R$10,272 ", 964 , Liquidez Alta 
Orizon , ON , ORVR3 ," R$2,542,540 ",-,-," Alerta, Prejuízo ", Novo Mercado , Utilidade pública , Água e saneamento , Água e saneamento ,-48.10,-2.1%,16.70,5.80,5.00,35.56, R$-   ,-R$0.74 ,0.0%,0%," R$435,390 "," R$588,546 "," R$24,265 "," R$564,281 ",1.35,3.03, Baixo Endividamento , - , - ," R$50,987 "," R$78,355 "," R$32,344 "," R$186,477 ",-,"-R$91,143 ",-453%,539%,-12%,5%,-3%,-,30/06/2022," R$61,199 "," 8,152 ", Liquidez Alta 
Ihpardini , ON , PARD3 ," R$2,487,332 ",-,-, Crescimento , Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,12.80,7.8%,5.70,2.60,1.20,19.61, R$0.53 , R$1.53 ,2.7%,35%," R$943,642 "," R$214,152 "," R$38,765 "," R$175,387 ",0.23,0.37, Baixo Endividamento ," R$177,338 "," R$186,927 "," R$234,735 "," R$226,144 "," R$327,733 "," R$468,858 ",21%," R$349,114 ",80%,210%,24%,13%,9%,0.94,30/06/2022," R$35,571 "," 7,242 ", Liquidez Alta 
Mills , ON , MILS3 ," R$2,388,014 ",-,-, Crescimento , Novo Mercado , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,13.60,7.3%,6.20,2.10,2.70,9.97, R$0.22 , R$0.73 ,2.3%,31%," R$1,146,952 "," R$483,414 "," R$450,928 "," R$32,486 ",0.42,0.04, Baixo Endividamento ," R$104,063 "," R$40,903 ","-R$43,240 ", R$271 ," R$119,279 "," R$389,510 ",30%," R$171,295 ",89%,99%,16%,13%,10%,2.04,30/06/2022," R$76,576 "," 20,256 ", Liquidez Alta 
Alliar , ON , AALR3 ," R$2,367,733 ",-,-," Alerta, Prejuízo ", Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,-42.90,-2.3%,17.80,2.10,2.10,20.10, R$-   ,-R$0.47 ,0.0%,0%," R$1,145,368 "," R$808,798 "," R$240,190 "," R$568,608 ",0.71,3.42, Baixo Endividamento ," R$144,439 "," R$154,979 "," R$149,354 "," R$219,907 "," R$260,526 "," R$166,479 ",3%," R$270,230 ",38%,88%,-4%,2%,-2%,1.23,30/06/2022," R$36,111 "," 5,915 ", Liquidez Alta 
Marcopolo , ON , POMO3 ," R$2,333,792 ",-,-," Alerta, Baixo Crescimento ", Nível 2 , Bens industriais , Material de transporte , Material rodoviário ,6.80,14.7%,13.50,0.70,0.50,2.24, R$0.04 , R$0.33 ,1.7%,11%," R$2,990,418 "," R$2,397,018 "," R$1,100,176 "," R$1,296,842 ",0.80,4.75, Baixo Endividamento ," R$212,506 "," R$353,634 "," R$119,685 "," R$362,090 "," R$338,024 "," R$272,452 ",5%," R$9,029 ",81%,7%,11%,2%,4%,1.22,30/06/2022," R$1,192 ", 643 , Liquidez Moderada 
Marcopolo , PN , POMO4 ," R$2,333,792 ",-,-," Alerta, Baixo Crescimento ", Nível 2 , Bens industriais , Material de transporte , Material rodoviário ,8.00,12.5%,13.50,0.80,0.60,2.62, R$0.04 , R$0.33 ,1.4%,11%," R$2,990,418 "," R$2,397,018 "," R$1,100,176 "," R$1,296,842 ",0.80,4.75, Baixo Endividamento ," R$212,506 "," R$353,634 "," R$119,685 "," R$362,090 "," R$338,024 "," R$272,452 ",5%," R$9,029 ",81%,7%,11%,2%,4%,1.31,30/06/2022," R$79,153 "," 19,381 ", Liquidez Alta 
Pague Menos , ON , PGMN3 ," R$2,255,148 ",-,-, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,17.60,5.7%,4.30,1.00,0.30,5.09, R$-   , R$0.29 ,0.0%,0%," R$2,172,584 "," R$992,616 "," R$345,097 "," R$647,519 ",0.46,0.97, Baixo Endividamento ," R$266,171 "," R$206,222 "," R$253,125 "," R$286,609 "," R$468,836 "," R$670,048 ",20%," R$268,381 ",114%,98%,6%,5%,2%,-,30/06/2022," R$30,775 "," 22,592 ", Liquidez Alta 
Jallesmachad , ON , JALL3 ," R$2,216,122 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo não cíclico , Alimentos processados , Açúcar e álcool ,509.60,0.2%,-,1.50,1.50,7.52, R$0.33 , R$0.01 ,4.4%,2257%," R$1,508,764 "," R$2,415,058 "," R$1,184,662 "," R$1,230,396 ",1.60,-, Dívida Alta , - , - , - , - , - , - ,-," R$592,058 ",-,N/D,0%,17%,0%,-,30/06/2022," R$18,617 "," 13,743 ", Liquidez Alta 
Aura 360 , ON , AURA33 ," R$2,184,636 ",-,-, Crescimento e Dividendos , BDR nível 3 , Materiais básicos , Mineração , Minerais metálicos ,6.60,15.1%,-,1.30,1.00,30.08, R$2.67 , R$4.54 ,8.9%,59%," R$1,639,433 "," R$1,131,648 "," R$1,141,560 ","-R$9,912 ",0.69,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - , - ,-," R$572,795 ",74%,N/D,23%,19%,9%,-,30/06/2022," R$24,423 "," 22,032 ", Liquidez Alta 
Kora Saude , ON , KRSA3 ," R$2,176,502 ",-,-," Alerta, Prejuízo ", Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,-25.60,-3.9%,-,1.80,1.20,2.84, R$-   ,-R$0.11 ,0.0%,0%," R$1,243,515 "," R$2,422,901 "," R$525,638 "," R$1,897,263 ",1.95,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$132,037 ",-,N/D,-16%,3%,-1%,-,30/06/2022, R$497 , 389 , Liquidez Baixa 
Celesc , ON , CLSC3 ," R$2,175,472 ",-,-, Crescimento , Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,3.10,32.5%,3.00,0.70,0.20,49.80, R$5.39 , R$16.20 ,10.8%,33%," R$2,899,181 "," R$2,562,986 "," R$1,272,254 "," R$1,290,732 ",0.88,1.10, Baixo Endividamento ," R$356,775 "," R$329,336 "," R$523,243 "," R$610,596 "," R$724,819 "," R$1,172,959 ",27%," R$576,661 ",151%,339%,27%,8%,5%,-,30/06/2022, R$665 , 55 , Liquidez Baixa 
Celesc , PN , CLSC4 ," R$2,175,472 ",-,-, Crescimento , Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,3.80,26.6%,3.00,0.80,0.20,60.85, R$5.93 , R$16.20 ,9.8%,37%," R$2,899,181 "," R$2,562,986 "," R$1,272,254 "," R$1,290,732 ",0.88,1.10, Baixo Endividamento ," R$356,775 "," R$329,336 "," R$523,243 "," R$610,596 "," R$724,819 "," R$1,172,959 ",27%," R$576,661 ",151%,339%,27%,8%,5%,0.52,30/06/2022, R$994 , 108 , Liquidez Baixa 
Taurus Armas , ON , TASA3 ," R$2,141,042 ",-,-, Crescimento , Nível 2 , Bens industriais , Máquinas e equipamentos , Armas e munições ,3.10,32.2%,2.40,2.30,0.70,18.08, R$1.62 , R$5.82 ,9.0%,28%," R$926,833 "," R$592,230 "," R$166,754 "," R$425,476 ",0.64,0.31, Baixo Endividamento ,"-R$25,627 ","-R$63,999 ","-R$125,803 "," R$80,478 "," R$128,039 "," R$1,049,748 ",-310%," R$508,021 ",42%,700%,185%,48%,31%,0.81,30/06/2022," R$7,786 "," 1,131 ", Liquidez Moderada 
Taurus Armas , PN , TASA4 ," R$2,141,042 ",-,-, Crescimento , Nível 2 , Bens industriais , Máquinas e equipamentos , Armas e munições ,3.00,33.5%,2.40,2.20,0.70,17.38, R$1.62 , R$5.82 ,9.4%,28%," R$926,833 "," R$592,230 "," R$166,754 "," R$425,476 ",0.64,0.31, Baixo Endividamento ,"-R$25,627 ","-R$63,999 ","-R$125,803 "," R$80,478 "," R$128,039 "," R$1,049,748 ",-310%," R$508,021 ",42%,700%,185%,48%,31%,0.95,30/06/2022," R$75,143 "," 11,967 ", Liquidez Alta 
Cvc Brasil , ON , CVCB3 ," R$2,115,333 ",0.1%,0.1%," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Viagens e lazer , Viagens e turismo ,-3.50,-28.9%,-103.00,4.30,1.50,7.63, R$-   ,-R$2.21 ,0.0%,0%," R$491,391 "," R$890,600 "," R$479,535 "," R$411,065 ",1.81,-, Dívida Alta ," R$415,887 "," R$500,215 "," R$561,179 "," R$659,063 "," R$428,358 ","-R$22,620 ",-156%,"-R$254,885 ",-75%,93%,-304%,-13%,-10%,2.39,30/06/2022," R$628,099 "," 67,689 ", Liquidez Alta 
Light S/A , ON , LIGT3 ," R$2,108,663 ",-,-, Crescimento , Novo Mercado , Utilidade pública , Energia elétrica , Energia elétrica ,8.40,11.9%,4.60,0.20,0.10,5.66, R$0.25 , R$0.67 ,4.5%,38%," R$8,548,000 "," R$12,131,412 "," R$16,562 "," R$12,114,850 ",1.42,3.69, Baixo Endividamento ," R$1,095,183 "," R$1,009,446 "," R$1,694,051 "," R$1,507,105 "," R$1,874,521 "," R$2,210,019 ",15%," R$403,768 ",336%,183%,3%,5%,1%,1.79,30/06/2022," R$99,657 "," 35,717 ", Liquidez Alta 
Bk Brasil , ON , BKBR3 ," R$2,099,765 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Hotéis e restaurantes , Restaurante e similares ,-27.60,-3.6%,8.60,1.40,0.60,7.79, R$-   ,-R$0.28 ,0.0%,0%," R$1,485,254 "," R$1,055,129 "," R$82,410 "," R$972,719 ",0.71,1.63, Baixo Endividamento , R$70 ," R$118,216 "," R$185,005 "," R$259,964 "," R$320,310 "," R$300,920 ",433%," R$359,768 ",79%,116%,-5%,1%,-2%,1.31,30/06/2022," R$50,957 "," 19,868 ", Liquidez Alta 
Iochp-Maxion , ON , MYPK3 ," R$2,059,992 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Automóveis e motocicletas , Automóveis e motocicletas ,3.30,30.0%,3.60,0.50,0.10,13.60, R$1.64 , R$4.09 ,12.1%,40%," R$4,038,756 "," R$6,016,263 "," R$1,392,893 "," R$4,623,370 ",1.49,2.35, Baixo Endividamento ," R$751,066 "," R$796,225 "," R$798,553 "," R$1,057,068 "," R$1,095,809 "," R$1,963,389 ",21%," R$132,366 ",413%,104%,19%,10%,5%,0.93,30/06/2022," R$137,506 "," 35,844 ", Liquidez Alta 
Irbbrasil Re , ON , IRBR3 ," R$2,058,670 ",0.1%,0.1%," Alerta, Prejuízo ", Novo Mercado , Financeiro , Previdência e seguros , Resseguradoras ,-2.50,-39.8%,-,0.60,-,1.64, R$-   ,-R$0.65 ,0.0%,0%," R$3,263,451 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$488,833 ",-,N/D,-20%,,-4%,2.15,30/06/2022," R$454,771 "," 102,592 ", Liquidez Alta 
Direcional , ON , DIRR3 ," R$1,927,745 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,11.90,8.4%,5.60,1.40,1.00,12.95, R$0.47 , R$1.09 ,3.6%,43%," R$1,364,162 "," R$1,206,676 "," R$610,663 "," R$596,013 ",0.88,0.59, Baixo Endividamento ," R$205,631 "," R$28,528 ","-R$108,844 ","-R$10,682 "," R$228,889 "," R$421,133 ",15%," R$176,474 ",0%,1%,17%,6%,4%,1.40,30/06/2022," R$79,146 "," 25,927 ", Liquidez Alta 
Anima , ON , ANIM3 ," R$1,911,900 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,-6.40,-15.7%,6.10,0.70,0.60,5.06, R$-   ,-R$0.79 ,0.0%,0%," R$2,688,957 "," R$5,064,660 "," R$146,238 "," R$4,918,422 ",1.88,3.82, Dívida Alta ," R$97,533 "," R$98,210 "," R$137,467 "," R$92,976 "," R$243,063 "," R$1,008,189 ",60%," R$309,928 ",84%,45%,-10%,3%,-3%,1.76,30/06/2022," R$76,376 "," 26,199 ", Liquidez Alta 
Kepler Weber , ON , KEPL3 ," R$1,894,600 ",-,-, Crescimento , Tradicional , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,6.80,14.6%,4.30,3.40,1.20,21.13, R$1.21 , R$3.09 ,5.7%,39%," R$554,396 "," R$162,225 "," R$208,545 ","-R$46,320 ",0.29,-0.26, Empresa com Mais Caixa que Dívida ," R$28,823 ","-R$23,329 ","-R$12,749 "," R$48,418 "," R$83,315 "," R$420,062 ",71%," R$161,108 ",25%,139%,43%,55%,22%,0.80,30/06/2022," R$73,339 "," 15,430 ", Liquidez Alta 
Modalmais , ON , MODL3 ," R$1,888,771 ",-,-, Crescimento e Dividendos , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,18.10,5.5%,-,1.50,-,2.80, R$0.13 , R$0.15 ,4.5%,81%," R$1,316,246 ", - ," R$1,291,234 ", - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$334,793 ",-,N/D,8%,,1%,-,30/06/2022, R$253 , 454 , Liquidez Baixa 
Modalmais , PN , MODL4 ," R$1,888,771 ",-,-, Crescimento e Dividendos , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,17.40,5.7%,-,1.40,-,2.69, R$0.13 , R$0.15 ,4.7%,81%," R$1,316,246 ", - ," R$1,291,234 ", - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$334,793 ",-,N/D,8%,,1%,-,30/06/2022, R$495 , 582 , Liquidez Baixa 
Modalmais , UNT N2 , MODL11 ," R$1,888,771 ",-,-, Crescimento e Dividendos , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,17.50,5.7%,-,1.40,-,8.12, R$0.13 , R$0.15 ,4.6%,81%," R$1,316,246 ", - ," R$1,291,234 ", - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$334,793 ",-,N/D,8%,,1%,-,30/06/2022," R$18,870 "," 7,375 ", Liquidez Alta 
Irani , ON , RANI3 ," R$1,874,793 ",-,-, Crescimento e Dividendos , Novo Mercado , Materiais básicos , Embalagens , Embalagens ,5.40,18.6%,3.90,1.80,1.10,7.61, R$0.64 , R$1.42 ,8.5%,46%," R$1,032,489 "," R$1,100,729 "," R$37,691 "," R$1,063,038 ",1.07,0.98, Baixo Endividamento ," R$173,231 "," R$196,736 "," R$101,311 "," R$186,668 "," R$327,306 "," R$633,914 ",30%," R$418,032 ",129%,546%,41%,18%,14%,0.93,30/06/2022," R$50,549 "," 18,548 ", Liquidez Alta 
Hidrovias , ON , HBSA3 ," R$1,840,127 ",-,-," Alerta, Prejuízo ", Novo Mercado , Bens industriais , Transporte , Transporte hidroviário ,-9.30,-10.8%,11.30,1.40,1.40,2.42, R$-   ,-R$0.26 ,0.0%,0%," R$1,353,670 "," R$4,664,960 "," R$123,929 "," R$4,541,031 ",3.45,7.78, Dívida Alta ," R$10,244 "," R$158,255 "," R$380,596 "," R$724,851 "," R$449,398 "," R$523,094 ",120%," R$207,658 ",210%,126%,-13%,2%,-3%,-,30/06/2022," R$73,166 "," 38,964 ", Liquidez Alta 
Dimed , ON , PNVL3 ," R$1,837,241 ",-,-, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,22.20,4.5%,8.80,1.70,0.50,12.36, R$0.19 , R$0.56 ,1.5%,34%," R$1,079,578 "," R$872,225 "," R$41,561 "," R$830,664 ",0.81,2.54, Baixo Endividamento ," R$102,220 "," R$111,887 "," R$117,948 "," R$139,743 "," R$215,107 "," R$293,793 ",24%," R$188,866 ",89%,95%,8%,4%,3%,0.69,30/06/2022," R$27,686 "," 11,867 ", Liquidez Alta 
JSL , ON , JSLG3 ," R$1,820,886 ",-,-, Dividendos , Novo Mercado , Bens industriais , Transporte , Transporte rodoviário ,9.10,11.0%,5.90,1.30,0.30,6.40, R$0.38 , R$0.71 ,5.9%,53%," R$1,351,734 "," R$4,053,383 "," R$132,633 "," R$3,920,750 ",3.00,3.84, Dívida Alta ," R$1,092,081 "," R$1,045,970 "," R$1,230,201 "," R$1,597,534 "," R$2,115,909 "," R$888,743 ",-4%,"-R$56,460 ",-718%,150%,16%,7%,3%,-,30/06/2022," R$10,815 "," 6,196 ", Liquidez Alta 
Banestes , ON , BEES3 ," R$1,820,563 ",-,-, Crescimento e Dividendos , Tradicional , Financeiro , Intermediários financeiros , Bancos ,5.60,17.8%,-,0.90,-,5.65, R$0.53 , R$1.01 ,9.4%,53%," R$1,941,388 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$1,327,983 ",-,N/D,18%,,1%,0.64,30/06/2022," R$1,206 ", 716 , Liquidez Moderada 
Banestes , PN , BEES4 ," R$1,820,563 ",-,-, Crescimento e Dividendos , Tradicional , Financeiro , Intermediários financeiros , Bancos ,6.00,16.6%,-,1.00,-,6.07, R$0.53 , R$1.01 ,8.8%,53%," R$1,941,388 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$1,327,983 ",-,N/D,18%,,1%,0.72,30/06/2022, R$410 , 258 , Liquidez Baixa 
Cruzeiro Edu , ON , CSED3 ," R$1,775,473 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,31.20,3.2%,3.50,1.20,0.90,4.65, R$0.13 , R$0.15 ,2.8%,88%," R$1,441,781 "," R$1,131,672 "," R$954,338 "," R$177,334 ",0.78,0.32, Baixo Endividamento , - , - ," R$182,516 "," R$266,490 "," R$397,933 "," R$550,876 ",-," R$436,859 ",31%,63%,4%,7%,1%,-,30/06/2022," R$9,296 "," 9,575 ", Liquidez Moderada 
Aeris , ON , AERI3 ," R$1,769,122 ",-,-, Crescimento e Dividendos , Novo Mercado , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,35472.40,0.0%,10.00,1.80,0.70,2.32, R$0.02 , R$0.00 ,0.9%,31654%," R$967,394 "," R$1,657,011 "," R$860,895 "," R$796,116 ",1.71,3.12, Dívida Alta , - , - ," R$95,294 "," R$173,410 "," R$148,232 "," R$255,386 ",-," R$179,498 ",115%,436%,0%,8%,0%,-,30/06/2022," R$43,527 "," 17,767 ", Liquidez Alta 
Track Field , PN , TFCO4 ," R$1,756,898 ",-,-, Crescimento , Nível 2 , Consumo cíclico , Tecidos vestuário e calçados , Vestuário ,18.70,5.3%,13.50,5.80,3.40,11.00, R$0.12 , R$0.59 ,1.1%,21%," R$305,055 "," R$84,710 "," R$60,671 "," R$24,039 ",0.28,0.18, Baixo Endividamento , - , - ," R$49,386 "," R$30,463 "," R$41,841 "," R$132,143 ",-," R$55,801 ",44%,160%,42%,23%,19%,-,30/06/2022," R$7,569 "," 3,812 ", Liquidez Moderada 
Schulz , PN , SHUL4 ," R$1,742,727 ",-,-, Crescimento , Tradicional , Bens industriais , Máquinas e equipamentos , Motores compressores e outros ,7.90,12.6%,6.30,1.80,0.90,4.88, R$0.14 , R$0.62 ,2.8%,22%," R$975,594 "," R$879,061 "," R$83,767 "," R$795,294 ",0.90,1.16, Baixo Endividamento ," R$111,664 "," R$73,835 "," R$91,273 "," R$122,037 "," R$137,658 "," R$339,309 ",25%," R$156,999 ",81%,220%,28%,13%,10%,1.18,30/06/2022," R$4,532 "," 2,374 ", Liquidez Moderada 
Positivo Tec , ON , POSI3 ," R$1,660,788 ",0.1%,0.0%, Crescimento , Novo Mercado , Tecnologia da informação , Computadores e equipamentos , Computadores e equipamentos ,7.80,12.8%,5.50,1.30,0.40,11.88, R$0.34 , R$1.52 ,2.9%,22%," R$1,276,468 "," R$1,404,302 "," R$376,174 "," R$1,028,128 ",1.10,2.09, Baixo Endividamento ," R$4,797 "," R$171,145 "," R$71,076 "," R$107,600 "," R$134,850 "," R$492,371 ",153%,"-R$519,510 ",-18%,205%,19%,12%,5%,2.03,30/06/2022," R$162,010 "," 35,291 ", Liquidez Alta 
Sinqia , ON , SQIA3 ," R$1,615,419 ",-,-, Crescimento , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,51.80,1.9%,16.10,2.10,3.30,19.05, R$0.07 , R$0.37 ,0.4%,18%," R$780,032 "," R$248,001 "," R$21,935 "," R$226,066 ",0.32,1.54, Baixo Endividamento ," R$8,674 "," R$12,971 "," R$18,245 "," R$15,278 "," R$13,117 "," R$111,140 ",67%," R$85,273 ",573%,770%,7%,3%,2%,1.15,30/06/2022," R$42,184 "," 10,416 ", Liquidez Alta 
Infracomm , ON , IFCM3 ," R$1,607,050 ",-,-," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-10.10,-9.9%,-,1.40,2.20,5.70, R$-   ,-R$0.56 ,0.0%,0%," R$1,182,994 "," R$584,836 "," R$223,965 "," R$360,871 ",0.49,-, Baixo Endividamento , - , - , - ," R$2,767 "," R$10,006 ", - ,-," R$1,235 ",-,N/D,-16%,-2%,-5%,-,30/06/2022," R$32,284 "," 17,633 ", Liquidez Alta 
Unifique , ON , FIQE3 ," R$1,585,193 ",-,-, Crescimento e Dividendos , Novo Mercado , Comunicações , Telecomunicações , Telecomunicações ,14.20,7.1%,4.50,1.60,2.80,4.49, R$0.17 , R$0.32 ,3.7%,53%," R$963,499 "," R$364,239 "," R$535,700 ","-R$171,461 ",0.38,-1.17, Empresa com Mais Caixa que Dívida , - , - , - , - , - ," R$278,594 ",-," R$237,578 ",148%,271%,90%,13%,7%,-,30/06/2022," R$4,797 "," 3,054 ", Liquidez Moderada 
Vittia , ON , VITT3 ," R$1,570,240 ",-,-, Crescimento e Dividendos , Novo Mercado , Materiais básicos , Químicos , Fertilizantes e defensivos ,12.80,7.8%,-,3.30,1.80,11.00, - , R$0.86 ,N/D,-," R$483,107 "," R$278,396 "," R$67,973 "," R$210,423 ",0.58,-, Baixo Endividamento , - , - , - , - , - , - ,-," R$54,406 ",-,N/D,41%,15%,14%,-,30/06/2022," R$19,920 "," 1,050 ", Liquidez Alta 
Brisanet , ON , BRIT3 ," R$1,562,979 ",-,-, Crescimento , Novo Mercado , Comunicações , Telecomunicações , Telecomunicações ,487.80,0.2%,7.10,1.20,1.80,3.49, R$0.00 , R$0.01 ,0.0%,17%," R$1,346,475 "," R$1,072,722 "," R$408,478 "," R$664,244 ",0.80,2.09, Baixo Endividamento , - , - , - , - , - ," R$309,145 ",-," R$253,119 ",515%,612%,2%,3%,0%,-,30/06/2022," R$7,517 "," 4,172 ", Liquidez Moderada 
BR Partners , UNT N2 , BRBI11 ," R$1,562,336 ",-,-, Crescimento e Dividendos , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,10.20,9.8%,-,2.10,0.90,14.88, R$0.40 , R$0.49 ,8.1%,82%," R$757,523 "," R$4,474,979 "," R$103,013 "," R$4,371,966 ",5.91,-, Dívida Alta , - , - , - , - , - , - ,-," R$98,744 ",-,N/D,21%,,3%,-,30/06/2022," R$7,072 "," 2,716 ", Liquidez Moderada 
Banco BMG , PN , BMGB4 ," R$1,545,029 ",-,-, Crescimento e Dividendos , Nível 1 , Financeiro , Intermediários financeiros , Bancos ,8.10,12.3%,-,0.40,-,2.65, R$0.32 , R$0.33 ,11.9%,97%," R$3,839,238 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$6,454 ",-,N/D,5%,,1%,1.47,30/06/2022," R$7,907 "," 10,102 ", Liquidez Moderada 
Amazonia , ON , BAZA3 ," R$1,517,874 ",-,-, Crescimento , Tradicional , Financeiro , Intermediários financeiros , Bancos ,1.70,57.6%,-,0.30,-,51.20, R$6.84 , R$29.49 ,13.4%,23%," R$4,470,162 ", - ," R$3,095,430 ", - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$2,962,134 ",-,N/D,32%,,3%,0.57,30/06/2022, R$597 , 80 , Liquidez Baixa 
Sao Carlos , ON , SCAR3 ," R$1,480,258 ",-,-," Alerta, Prejuízo ", Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,-36.80,-2.7%,17.00,1.00,5.20,26.00, R$0.14 ,-R$0.71 ,0.6%,-20%," R$1,524,463 "," R$1,894,184 "," R$7,475 "," R$1,886,709 ",1.24,9.27, Baixo Endividamento ," R$380,621 "," R$342,308 "," R$341,122 "," R$191,799 "," R$254,708 "," R$194,388 ",-13%," R$2,944 ",25791%,1329%,-3%,3%,-1%,0.86,30/06/2022, R$267 , 36 , Liquidez Baixa 
