 Dados Cadastrais ,,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
 Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação de Mercado , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,EBITDA_2015,EBITDA_2016,EBITDA_2017,EBITDA_2018,EBITDA_2019,EBITDA_2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
 Getnet BR , UNT , GETT11 ," R$3,163,573 ",-,-,Small Cap, Crescimento e Dividendos , Tradicional , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,6.30,15.9%,4.70,0.90,1.00,3.45, - , R$0.27 ,N/D,-," R$3,413,157 "," R$2,303,131 "," R$209,218 "," R$2,093,913 ",0.67,1.49, Baixo Endividamento , - , - , - , - , - ," R$997,272 ",-,"-R$1,091,741 ",-39%,110%,16%,8%,1%,-,31/03/2022," R$9,399 "," 12,070 ", Liquidez Moderada 
 Metal Leve , ON , LEVE3 ," R$3,140,992 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Automóveis e motocicletas , Automóveis e motocicletas ,5.60,17.9%,3.80,1.80,0.90,24.48, R$4.20 , R$4.39 ,17.2%,96%," R$1,773,713 "," R$239,058 "," R$361,049 ","-R$121,991 ",0.13,-0.15, Empresa com Mais Caixa que Dívida ," R$372,352 "," R$117,082 "," R$405,445 "," R$466,811 "," R$440,835 "," R$802,322 ",17%," R$355,981 ",23%,85%,38%,24%,19%,0.92,31/03/2022," R$40,822 "," 11,701 ", Liquidez Alta 
 Log-In , ON , LOGN3 ," R$3,110,423 ",-,-,Small Cap, Crescimento , Novo Mercado , Bens industriais , Transporte , Transporte hidroviário ,17.40,5.8%,9.10,5.70,2.10,29.73, R$-   , R$1.71 ,0.0%,0%," R$543,864 "," R$1,439,485 "," R$216,873 "," R$1,222,612 ",2.65,1.99, Dívida Moderada ," R$135,874 "," R$259,524 ","-R$442,669 "," R$198,049 "," R$271,147 "," R$440,723 ",27%," R$448,831 ",61%,218%,54%,11%,6%,0.84,31/03/2022," R$39,031 "," 9,543 ", Liquidez Alta 
 Locaweb , ON , LWSA3 ," R$3,084,369 ",0.1%,0.1%,Small Cap," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-1085.60,-0.1%,214.70,1.00,3.50,5.25, R$-   ,-R$0.00 ,0.0%,0%," R$2,941,451 "," R$85,132 "," R$1,544,811 ","-R$1,459,679 ",0.03,-193.29, Empresa com Mais Caixa que Dívida , - ," R$54,214 "," R$69,147 "," R$73,127 "," R$106,853 "," R$7,560 ",-," R$133,665 ",680%,975%,0%,-3%,0%,-,31/03/2022," R$671,606 "," 128,809 ", Liquidez Alta 
 Camil , ON , CAML3 ," R$2,980,800 ",-,-,Small Cap, Crescimento , Novo Mercado , Consumo não cíclico , Alimentos processados , Alimentos diversos ,7.20,13.9%,6.70,1.00,0.40,8.28, R$0.26 , R$1.15 ,3.2%,23%," R$2,872,439 "," R$3,749,711 "," R$1,867,121 "," R$1,882,590 ",1.31,2.56, Baixo Endividamento , - , - , - , - , - ," R$721,613 ",-," R$733,384 ",109%,486%,15%,7%,5%,0.34,30/11/2021," R$42,444 "," 20,784 ", Liquidez Alta 
 Light S/A , ON , LIGT3 ," R$2,958,089 ",-,-,Small Cap, Crescimento , Novo Mercado , Utilidade pública , Energia elétrica , Energia elétrica ,8.90,11.3%,5.50,0.30,0.20,7.94, R$0.25 , R$0.90 ,3.2%,28%," R$8,628,601 "," R$10,760,445 "," R$12,658 "," R$10,747,787 ",1.25,3.91, Baixo Endividamento ," R$1,095,183 "," R$1,009,446 "," R$1,694,051 "," R$1,507,105 "," R$1,874,521 "," R$1,910,531 ",12%,"-R$231,159 ",-604%,197%,4%,4%,1%,1.82,31/03/2022," R$240,134 "," 45,488 ", Liquidez Alta 
 Aeris , ON , AERI3 ," R$2,934,907 ",-,-,Small Cap, Crescimento , Novo Mercado , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,62.20,1.6%,-,2.90,1.30,3.85, R$0.02 , R$0.06 ,0.5%,33%," R$995,260 "," R$1,470,597 "," R$739,162 "," R$731,435 ",1.48,-, Baixo Endividamento , - , - ," R$95,294 "," R$173,410 "," R$148,232 ", - ,-," R$219,771 ",113%,N/D,5%,8%,2%,-,31/03/2022," R$37,770 "," 29,597 ", Liquidez Alta 
 Pague Menos , ON , PGMN3 ," R$2,934,086 ",-,-,Small Cap," Alerta, Baixo Crescimento ", Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,20.40,4.9%,5.40,1.40,0.40,6.64, R$-   , R$0.32 ,0.0%,0%," R$2,111,926 "," R$1,080,169 "," R$486,471 "," R$593,698 ",0.51,0.91, Baixo Endividamento ," R$266,171 "," R$206,222 "," R$253,125 "," R$286,609 "," R$468,836 "," R$654,254 ",20%," R$232,612 ",118%,92%,7%,6%,2%,-,31/03/2022," R$50,715 "," 32,117 ", Liquidez Alta 
 Terrasantapa , ON , LAND3 ," R$2,886,810 ",-,-,Small Cap, Dividendos , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,145.40,0.7%,196.00,4.10,24.20,30.00, R$0.20 , R$0.21 ,0.7%,99%," R$696,379 "," R$63,825 "," R$7,852 "," R$55,973 ",0.09,3.73, Baixo Endividamento ,"-R$16,241 ","-R$72,328 "," R$85,630 "," R$172,256 "," R$26,934 "," R$15,012 ",-198%," R$13,955 ",-266%,122%,2%,3%,2%,1.06,31/03/2022," R$4,939 ", 791 , Liquidez Moderada 
 Tupy , ON , TUPY3 ," R$2,880,676 ",-,-,Small Cap, Crescimento , Novo Mercado , Bens industriais , Material de transporte , Material rodoviário ,9.80,10.2%,4.60,1.10,0.40,19.98, R$0.43 , R$2.05 ,2.2%,21%," R$2,666,337 "," R$2,348,721 "," R$952,897 "," R$1,395,824 ",0.88,1.51, Baixo Endividamento ," R$598,201 "," R$339,128 "," R$447,406 "," R$649,260 "," R$682,642 "," R$924,785 ",9%," R$70,802 ",-,N/D,11%,8%,4%,1.05,31/03/2022," R$108,031 "," 26,302 ", Liquidez Alta 
 Iguatemi SA , ON , IGTI3 ," R$2,862,766 ",-,-,Small Cap," Alerta, Baixo Crescimento ", Nível 1 , Financeiro , Exploração de imóveis , Exploração de imóveis ,11.70,8.5%,8.00,0.80,2.60,2.42, R$0.05 , R$0.21 ,2.0%,24%," R$3,407,797 "," R$3,380,252 "," R$5,645 "," R$3,374,607 ",0.99,2.73, Baixo Endividamento ,"-R$182,642 "," R$494,952 "," R$510,052 "," R$544,728 "," R$610,930 "," R$546,405 ",-225%," R$171,864 ",93%,102%,9%,5%,4%,1.31,31/03/2022," R$3,054 "," 3,299 ", Liquidez Moderada 
 Iguatemi SA , UNT , IGTI11 ," R$2,862,766 ",0.2%,0.2%,Small Cap, Dividendos , Nível 1 , Financeiro , Exploração de imóveis , Exploração de imóveis ,13.60,7.3%,8.00,0.90,3.00,19.71, - , R$0.21 ,N/D,-," R$3,407,797 "," R$3,380,252 "," R$5,645 "," R$3,374,607 ",0.99,2.73, Baixo Endividamento ,"-R$182,642 "," R$494,952 "," R$510,052 "," R$544,728 "," R$610,930 "," R$546,405 ",-225%," R$171,864 ",93%,102%,9%,5%,4%,-,31/03/2022," R$358,452 "," 98,604 ", Liquidez Alta 
 Vulcabras , ON , VULC3 ," R$2,858,142 ",-,-,Small Cap, Crescimento , Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Calçados ,8.10,12.4%,6.80,2.00,1.40,11.63, R$0.35 , R$1.44 ,3.0%,24%," R$1,405,298 "," R$358,670 "," R$210,598 "," R$148,072 ",0.26,0.33, Baixo Endividamento ," R$108,303 "," R$186,555 "," R$296,528 "," R$218,013 "," R$222,445 "," R$445,141 ",33%," R$262,169 ",64%,220%,31%,15%,17%,1.28,31/03/2022," R$38,979 "," 17,532 ", Liquidez Alta 
 Jallesmachad , ON , JALL3 ," R$2,781,941 ",-,-,Small Cap, Crescimento , Novo Mercado , Consumo não cíclico , Alimentos processados , Açúcar e álcool ,7.90,12.7%,2.80,2.10,2.00,9.44, R$0.29 , R$1.20 ,3.1%,24%," R$1,328,174 "," R$1,748,708 "," R$855,864 "," R$892,844 ",1.32,0.69, Baixo Endividamento , - , - , - , - , - ," R$1,296,199 ",-," R$687,692 ",51%,87%,62%,23%,9%,-,31/12/2021," R$24,748 "," 18,977 ", Liquidez Alta 
 Cvc Brasil , ON , CVCB3 ," R$2,676,624 ",0.1%,0.1%,Small Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Viagens e lazer , Viagens e turismo ,-4.50,-22.1%,-18.70,13.20,2.70,11.90, R$-   ,-R$2.63 ,0.0%,0%," R$202,696 "," R$1,014,322 "," R$779,358 "," R$234,964 ",5.00,-, Dívida Alta ," R$415,887 "," R$500,215 "," R$561,179 "," R$659,063 "," R$428,358 ","-R$145,526 ",-181%," R$139,538 ",123%,83%,-161%,-34%,-13%,2.36,31/03/2022," R$741,107 "," 62,287 ", Liquidez Alta 
 Fras-Le , ON , FRAS3 ," R$2,614,087 ",-,-,Small Cap, Crescimento , Nível 1 , Bens industriais , Material de transporte , Material rodoviário ,11.70,8.5%,9.40,2.00,0.80,9.79, R$0.29 , R$0.83 ,2.9%,35%," R$1,065,074 "," R$956,767 "," R$308,613 "," R$648,154 ",0.90,1.86, Baixo Endividamento ," R$122,453 "," R$123,653 "," R$106,431 "," R$183,776 "," R$164,379 "," R$348,069 ",23%," R$210,338 ",89%,204%,17%,8%,6%,1.13,31/03/2022," R$22,245 "," 8,187 ", Liquidez Alta 
 Kora Saude , ON , KRSA3 ," R$2,455,115 ",-,-,Small Cap," Alerta, Prejuízo ", Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,-29.00,-3.5%,18.50,2.00,1.50,3.20, - ,-R$0.11 ,N/D,-," R$1,250,662 "," R$1,687,346 "," R$396,969 "," R$1,290,377 ",1.35,6.26, Baixo Endividamento , - , - , - , - , - ," R$206,081 ",-," R$15,388 ",11360%,2386%,-30%,3%,-1%,-,31/12/2021," R$2,375 "," 2,463 ", Liquidez Moderada 
 Aura 360 , ON , AURA33 ," R$2,443,916 ",-,-,Small Cap, Crescimento , BDR nível 3 , Materiais básicos , Mineração , Minerais metálicos ,6.60,15.2%,-,1.60,1.00,33.65, R$1.97 , R$5.10 ,5.8%,39%," R$1,481,478 "," R$849,290 "," R$918,324 ","-R$69,034 ",0.57,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - , - ,-," R$682,439 ",62%,N/D,24%,25%,12%,-,31/03/2022," R$27,273 "," 28,988 ", Liquidez Alta 
 Taurus Armas , ON , TASA3 ," R$2,422,801 ",-,-,Small Cap, Crescimento , Nível 2 , Bens industriais , Máquinas e equipamentos , Armas e munições ,3.00,33.6%,2.50,2.70,0.80,20.61, R$1.62 , R$6.92 ,7.9%,24%," R$885,921 "," R$535,425 "," R$237,708 "," R$297,717 ",0.60,0.19, Baixo Endividamento ,"-R$25,627 ","-R$63,999 ","-R$125,803 "," R$80,478 "," R$128,039 "," R$1,068,752 ",-311%," R$324,722 ",58%,634%,497%,56%,37%,0.78,31/03/2022," R$6,052 "," 1,201 ", Liquidez Moderada 
 Taurus Armas , PN , TASA4 ," R$2,422,801 ",-,-,Small Cap, Crescimento , Nível 2 , Bens industriais , Máquinas e equipamentos , Armas e munições ,2.90,34.2%,2.50,2.70,0.80,20.25, R$1.62 , R$6.92 ,8.0%,24%," R$885,921 "," R$535,425 "," R$237,708 "," R$297,717 ",0.60,0.19, Baixo Endividamento ,"-R$25,627 ","-R$63,999 ","-R$125,803 "," R$80,478 "," R$128,039 "," R$1,068,752 ",-311%," R$324,722 ",58%,634%,497%,56%,37%,0.94,31/03/2022," R$151,674 "," 24,755 ", Liquidez Alta 
 Marcopolo , ON , POMO3 ," R$2,361,819 ",-,-,Small Cap, Crescimento , Nível 2 , Bens industriais , Material de transporte , Material rodoviário ,4.40,23.0%,9.80,0.70,0.60,2.22, R$0.11 , R$0.51 ,4.8%,21%," R$2,920,831 "," R$2,363,374 "," R$1,233,932 "," R$1,129,442 ",0.81,3.13, Baixo Endividamento ," R$212,506 "," R$353,634 "," R$119,685 "," R$362,090 "," R$338,024 "," R$361,303 ",11%,"-R$114,758 ",-17%,18%,18%,4%,7%,1.25,31/03/2022," R$2,136 ", 868 , Liquidez Moderada 
 Marcopolo , PN , POMO4 ," R$2,361,819 ",-,-,Small Cap, Crescimento , Nível 2 , Bens industriais , Material de transporte , Material rodoviário ,5.30,19.0%,9.80,0.90,0.70,2.68, R$0.11 , R$0.51 ,4.0%,21%," R$2,920,831 "," R$2,363,374 "," R$1,233,932 "," R$1,129,442 ",0.81,3.13, Baixo Endividamento ," R$212,506 "," R$353,634 "," R$119,685 "," R$362,090 "," R$338,024 "," R$361,303 ",11%,"-R$114,758 ",-17%,18%,18%,4%,7%,1.33,31/03/2022," R$77,892 "," 31,601 ", Liquidez Alta 
 Ihpardini , ON , PARD3 ," R$2,346,540 ",-,-,Small Cap, Crescimento , Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,10.30,9.7%,4.70,2.50,1.10,18.50, R$0.48 , R$1.79 ,2.6%,27%," R$921,634 "," R$335,961 "," R$251,191 "," R$84,770 ",0.36,0.17, Baixo Endividamento ," R$177,338 "," R$186,927 "," R$234,735 "," R$226,144 "," R$327,733 "," R$512,174 ",24%," R$401,498 ",61%,193%,30%,16%,10%,0.97,31/03/2022," R$17,541 "," 6,724 ", Liquidez Alta 
 Orizon , ON , ORVR3 ," R$2,337,335 ",-,-,Small Cap," Alerta, Prejuízo ", Novo Mercado , Utilidade pública , Água e saneamento , Água e saneamento ,-36.50,-2.7%,21.80,6.60,5.20,32.69, R$-   ,-R$0.89 ,0.0%,0%," R$355,648 "," R$556,276 "," R$2,917 "," R$553,359 ",1.56,4.16, Dívida Alta , - , - ," R$50,987 "," R$78,355 "," R$32,344 "," R$133,077 ",-,"-R$93,173 ",-137%,239%,-67%,5%,-5%,-,31/12/2021," R$81,096 "," 11,793 ", Liquidez Alta 
 Alliar , ON , AALR3 ," R$2,330,393 ",-,-,Small Cap," Alerta, Prejuízo ", Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,-415.50,-0.2%,14.50,2.00,2.10,19.80, R$-   ,-R$0.05 ,0.0%,0%," R$1,175,292 "," R$777,986 "," R$127,310 "," R$650,676 ",0.66,3.13, Baixo Endividamento ," R$144,439 "," R$154,979 "," R$149,354 "," R$219,907 "," R$260,526 "," R$207,778 ",8%," R$149,128 ",70%,87%,0%,3%,0%,1.30,31/12/2021," R$46,434 "," 7,759 ", Liquidez Alta 
 Hidrovias , ON , HBSA3 ," R$2,227,922 ",-,-,Small Cap," Alerta, Prejuízo ", Novo Mercado , Bens industriais , Transporte , Transporte hidroviário ,-6.60,-15.2%,15.40,1.80,2.00,2.93, R$-   ,-R$0.45 ,0.0%,0%," R$1,247,654 "," R$4,937,257 "," R$76,454 "," R$4,860,803 ",3.96,10.10, Dívida Alta ," R$10,244 "," R$158,255 "," R$380,596 "," R$724,851 "," R$449,398 "," R$423,544 ",111%," R$47,731 ",2139%,302%,-22%,1%,-5%,-,31/12/2021," R$55,614 "," 47,757 ", Liquidez Alta 
 Log Com Prop , ON , LOGG3 ," R$2,218,419 ",-,-,Small Cap, Crescimento , Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,5.70,17.5%,8.80,0.60,14.50,21.94, R$0.87 , R$3.85 ,4.0%,23%," R$3,443,646 "," R$1,250,663 "," R$17,099 "," R$1,233,564 ",0.36,3.10, Baixo Endividamento ," R$44,588 "," R$54,686 "," R$72,157 "," R$83,686 "," R$180,908 "," R$398,208 ",55%," R$105,102 ",511%,57576%,12%,5%,8%,0.91,31/03/2022," R$37,127 "," 11,593 ", Liquidez Alta 
 Iochp-Maxion , ON , MYPK3 ," R$2,162,992 ",-,-,Small Cap, Crescimento , Novo Mercado , Consumo cíclico , Automóveis e motocicletas , Automóveis e motocicletas ,3.40,29.7%,3.30,0.60,0.10,14.28, R$1.40 , R$4.24 ,9.8%,33%," R$3,597,674 "," R$5,688,625 "," R$1,385,993 "," R$4,302,632 ",1.58,2.13, Dívida Moderada ," R$751,066 "," R$796,225 "," R$798,553 "," R$1,057,068 "," R$1,095,809 "," R$2,021,547 ",22%," R$380,510 ",134%,94%,18%,11%,5%,1.06,31/03/2022," R$147,224 "," 52,351 ", Liquidez Alta 
 Telebras , PN , TELB4 ," R$2,124,974 ",-,-,Small Cap," Alerta, Baixo Crescimento ", Tradicional , Comunicações , Telecomunicações , Telecomunicações ,-,-,-,-,-,13.88, R$-   ,-R$1.87 ,0.0%,0%," R$1,430,758 "," R$209,054 "," R$272,839 ","-R$63,785 ",0.15,-4.73, Empresa com Mais Caixa que Dívida ,"-R$102,873 ","-R$144,624 ","-R$150,774 ","-R$62,807 "," R$68,369 "," R$187,408 ",-213%," R$151,884 ",26%,16%,-8%,-2%,-3%,1.47,31/12/2021, R$260 , 120 , Liquidez Baixa 
 Celesc , PN , CLSC4 ," R$2,100,153 ",-,-,Small Cap, Crescimento , Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,3.60,27.9%,3.10,0.80,0.20,52.40, R$4.80 , R$14.60 ,9.2%,33%," R$2,621,369 "," R$2,021,965 "," R$844,088 "," R$1,177,877 ",0.77,1.13, Baixo Endividamento ," R$356,775 "," R$329,336 "," R$523,243 "," R$610,596 "," R$724,819 "," R$1,043,075 ",24%," R$378,279 ",170%,261%,28%,7%,5%,0.53,31/12/2021, R$904 , 68 , Liquidez Baixa 
 Anima , ON , ANIM3 ," R$1,967,309 ",-,-,Small Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,-22.70,-4.4%,9.30,0.80,0.80,5.00, R$-   ,-R$0.22 ,0.0%,0%," R$2,381,112 "," R$5,057,926 "," R$169,248 "," R$4,888,678 ",2.12,6.45, Dívida Alta ," R$97,533 "," R$98,210 "," R$137,467 "," R$92,976 "," R$243,063 "," R$704,055 ",48%," R$377,174 ",-85%,-76%,-3%,2%,-1%,1.68,31/12/2021," R$60,089 "," 35,622 ", Liquidez Alta 
 Cury S/A , ON , CURY3 ," R$1,944,308 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,6.30,16.0%,4.50,3.00,1.10,6.68, R$0.69 , R$1.07 ,10.3%,64%," R$648,107 "," R$390,862 "," R$360,921 "," R$29,941 ",0.60,-0.51, Baixo Endividamento , - , - ," R$135,010 "," R$195,716 "," R$244,867 "," R$414,203 ",-," R$395,021 ",9%,159%,45%,26%,11%,-,31/03/2022," R$27,120 "," 19,481 ", Liquidez Alta 
 Eletromidia , ON , ELMD3 ," R$1,931,776 ",-,-,Small Cap," Alerta, Prejuízo ", Novo Mercado , Comunicações , Mídia , Publicidade e propaganda ,-1178.80,-0.1%,19.20,2.50,4.10,13.80, R$-   ,-R$0.01 ,0.0%,0%," R$760,772 "," R$527,697 "," R$484,450 "," R$43,247 ",0.69,0.42, Baixo Endividamento , - , - ," R$26,296 "," R$33,008 "," R$60,545 "," R$102,795 ",-," R$34,365 ",254%,118%,0%,2%,0%,-,31/03/2022," R$20,246 "," 6,907 ", Liquidez Alta 
 Modalmais , PN , MODL4 ," R$1,784,184 ",-,-,Small Cap, Crescimento e Dividendos , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,13.90,7.2%,-,1.30,-,2.38, - , R$0.17 ,N/D,-," R$1,273,612 ", - ," R$2,186,546 ", - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$262,178 ",-,N/D,19%,,2%,-,31/12/2021, R$386 , 603 , Liquidez Baixa 
 Modalmais , UNT N2 , MODL11 ," R$1,784,184 ",-,-,Small Cap, Crescimento e Dividendos , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,15.30,6.6%,-,1.40,-,7.85, R$0.09 , R$0.17 ,3.6%,54%," R$1,273,612 ", - ," R$2,186,546 ", - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$262,178 ",-,N/D,19%,,2%,-,31/12/2021," R$18,382 "," 13,205 ", Liquidez Alta 
 Sao Carlos , ON , SCAR3 ," R$1,756,952 ",-,-,Small Cap," Alerta, Prejuízo ", Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,-340.40,-0.3%,18.50,1.10,6.30,30.86, R$0.14 ,-R$0.09 ,0.5%,-159%," R$1,551,381 "," R$1,848,653 "," R$6,361 "," R$1,842,292 ",1.19,9.28, Baixo Endividamento ," R$380,621 "," R$342,308 "," R$341,122 "," R$191,799 "," R$254,708 "," R$191,372 ",-13%," R$36,271 ",2031%,1366%,0%,3%,0%,0.90,31/03/2022, R$924 , 230 , Liquidez Baixa 
 Bk Brasil , ON , BKBR3 ," R$1,735,210 ",-,-,Small Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Hotéis e restaurantes , Restaurante e similares ,-12.20,-8.2%,-,1.10,0.60,6.37, R$-   ,-R$0.52 ,0.0%,0%," R$1,534,045 "," R$798,111 "," R$115,184 "," R$682,927 ",0.52,-, Baixo Endividamento , R$70 ," R$118,216 "," R$185,005 "," R$259,964 "," R$320,310 ", - ,-," R$284,357 ",96%,N/D,-9%,-1%,-4%,1.19,31/03/2022," R$138,267 "," 29,079 ", Liquidez Alta 
 Vittia , ON , VITT3 ," R$1,725,172 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Materiais básicos , Químicos , Fertilizantes e defensivos ,12.40,8.1%,-,3.50,2.00,12.06, - , R$0.97 ,N/D,-," R$495,549 "," R$256,697 "," R$13,911 "," R$242,786 ",0.52,-, Baixo Endividamento , - , - , - , - , - , - ,-,"-R$5,182 ",-,N/D,44%,13%,15%,-,31/03/2022," R$9,970 "," 3,356 ", Liquidez Moderada 
 Track Field , PN , TFCO4 ," R$1,716,969 ",-,-,Small Cap, Crescimento , Nível 2 , Consumo cíclico , Tecidos vestuário e calçados , Vestuário ,22.30,4.5%,17.00,6.40,4.00,10.75, R$0.12 , R$0.48 ,1.2%,26%," R$267,807 "," R$78,994 "," R$66,771 "," R$12,223 ",0.29,0.12, Baixo Endividamento , - , - ," R$49,386 "," R$30,463 "," R$41,841 "," R$101,966 ",-," R$18,398 ",74%,118%,38%,21%,16%,-,31/12/2021," R$6,969 "," 3,120 ", Liquidez Moderada 
 Mills , ON , MILS3 ," R$1,707,735 ",-,-,Small Cap, Crescimento , Novo Mercado , Bens industriais , Construção e engenharia , Serviços diversos ,12.80,7.8%,4.90,1.50,2.10,7.03, R$0.24 , R$0.55 ,3.4%,44%," R$1,129,701 "," R$483,281 "," R$516,754 ","-R$33,473 ",0.43,-0.13, Empresa com Mais Caixa que Dívida ," R$104,063 "," R$40,903 ","-R$43,240 ", R$271 ," R$119,279 "," R$340,403 ",27%," R$147,262 ",94%,93%,12%,11%,8%,2.00,31/03/2022," R$31,814 "," 17,337 ", Liquidez Alta 
 Irani , ON , RANI3 ," R$1,687,451 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Materiais básicos , Madeira e papel , Papel e celulose ,5.00,19.9%,3.60,1.60,1.00,6.76, R$0.61 , R$1.34 ,9.1%,46%," R$1,057,362 "," R$887,411 "," R$42,974 "," R$844,437 ",0.84,0.80, Baixo Endividamento ," R$173,231 "," R$196,736 "," R$101,311 "," R$186,668 "," R$327,306 "," R$595,991 ",28%," R$368,244 ",127%,498%,40%,18%,14%,0.93,31/03/2022," R$52,931 "," 25,011 ", Liquidez Alta 
 Kepler Weber , ON , KEPL3 ," R$1,673,130 ",-,-,Small Cap, Crescimento , Tradicional , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,7.10,14.1%,4.50,3.40,1.20,18.66, R$1.08 , R$2.63 ,5.8%,41%," R$493,350 "," R$60,475 "," R$160,701 ","-R$100,226 ",0.12,-0.29, Empresa com Mais Caixa que Dívida ," R$28,823 ","-R$23,329 ","-R$12,749 "," R$48,418 "," R$83,315 "," R$347,077 ",64%," R$106,364 ",33%,123%,43%,50%,22%,0.63,31/03/2022," R$68,347 "," 21,865 ", Liquidez Alta 
 Unifique , ON , FIQE3 ," R$1,612,905 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Comunicações , Telecomunicações , Telecomunicações ,15.80,6.3%,5.00,1.70,2.90,4.53, - , R$0.29 ,N/D,-," R$972,414 "," R$288,742 "," R$479,064 ","-R$190,322 ",0.30,-1.37, Empresa com Mais Caixa que Dívida , - , - , - , - , - ," R$251,550 ",-," R$193,616 ",185%,317%,70%,12%,6%,-,31/03/2022," R$10,264 "," 10,025 ", Liquidez Alta 
 BR Partners , UNT N2 , BRBI11 ," R$1,601,184 ",-,-,Small Cap, Crescimento e Dividendos , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,10.30,9.7%,-,2.10,1.60,15.25, - , R$0.50 ,N/D,-," R$758,689 "," R$3,267,056 "," R$184,467 "," R$3,082,589 ",4.31,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$149,234 ",-,N/D,46%,10778%,4%,-,31/03/2022," R$6,563 "," 2,293 ", Liquidez Moderada 
 Banestes , ON , BEES3 ," R$1,597,992 ",-,-,Small Cap, Crescimento e Dividendos , Tradicional , Financeiro , Intermediários financeiros , Bancos ,6.30,15.8%,-,0.80,-,5.01, R$0.45 , R$0.79 ,9.0%,57%," R$1,889,666 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$3,518,002 ",-,N/D,15%,,1%,0.66,31/12/2021, R$430 , 369 , Liquidez Baixa 
 Banco BMG , PN , BMGB4 ," R$1,597,373 ",-,-,Small Cap, Crescimento e Dividendos , Nível 1 , Financeiro , Intermediários financeiros , Bancos ,6.60,15.1%,-,0.40,-,2.74, R$0.32 , R$0.35 ,11.5%,90%," R$3,861,254 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$204,143 ",-,N/D,5%,,1%,-,31/03/2022," R$8,276 "," 10,830 ", Liquidez Moderada 
 Agrogalaxy , ON , AGXY3 ," R$1,590,578 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,12.30,8.1%,5.40,1.10,0.20,9.50, - , R$0.77 ,N/D,-," R$1,458,744 "," R$1,390,484 "," R$643,563 "," R$746,921 ",0.95,1.53, Baixo Endividamento , - , - , - , - ," R$74,849 "," R$414,240 ",-," R$32,616 ",237%,87%,12%,10%,2%,-,31/12/2021," R$3,305 "," 2,138 ", Liquidez Moderada 
